127.0.0.1 - - [30/Nov/2023:13:45:39 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:23 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:23 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:23 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:23 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:23 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:23 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:24 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:25 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:25 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:25 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:25 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:33 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3608
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:34 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:34 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:34 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:34 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:34 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:34 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:34 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:34 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:34 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:35 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:35 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:40:35 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:58 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:58 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:58 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:59 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:59 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:59 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:59 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:59 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:51:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:01 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:04 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:04 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:04 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:04 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:04 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:06 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:52:07 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:12 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:12 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:14 +0900] "POST /MySNS/jsp/logout.jsp HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:27 +0900] "POST /MySNS/jsp/login.jsp?id=logi@abc.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:27 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:27 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:27 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:27 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:29 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:29 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:29 +0900] "GET /MySNS/withdraw.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:53:29 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:54:59 +0900] "POST /MySNS/jsp/withdraw.jsp?id=logi@abc.com HTTP/1.1" 200 8
